minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
29,2,0,middle third,bottom third,usa.1,37,1,2.70,0.48,13.82
29,2,0,middle third,middle third,usa.1,30,4,13.33,5.31,29.68
29,2,0,middle third,top third,usa.1,40,2,5.00,1.38,16.50
29,2,0,top third,bottom third,usa.1,46,0,0.00,0.00,7.71
29,2,0,top third,middle third,usa.1,35,0,0.00,0.00,9.89
29,2,0,top third,top third,usa.1,30,1,3.33,0.59,16.67
29,2,1,ALL,ALL,usa.1,87,15,17.24,10.74,26.52
29,1,0,ALL,ALL,usa.1,1536,237,15.43,13.71,17.32
29,1,0,bottom third,bottom third,usa.1,115,17,14.78,9.44,22.40
29,1,0,bottom third,middle third,usa.1,126,25,19.84,13.82,27.65
29,1,0,bottom third,top third,usa.1,144,35,24.31,18.03,31.92
29,1,0,middle third,bottom third,usa.1,166,29,17.47,12.45,23.96
29,1,0,middle third,middle third,usa.1,159,22,13.84,9.32,20.06
29,1,0,middle third,top third,usa.1,192,29,15.10,10.73,20.85
29,1,0,top third,bottom third,usa.1,171,12,7.02,4.06,11.86
29,1,0,top third,middle third,usa.1,219,26,11.87,8.23,16.83
29,1,0,top third,top third,usa.1,175,27,15.43,10.83,21.52
29,1,0,unknown,unknown,usa.1,35,6,17.14,8.10,32.68
30,3,0,ALL,ALL,usa.1,51,0,0.00,0.00,7.00
30,2,0,ALL,ALL,usa.1,320,17,5.31,3.34,8.34
30,2,0,bottom third,bottom third,usa.1,33,2,6.06,1.68,19.61
30,2,0,middle third,bottom third,usa.1,38,1,2.63,0.47,13.50
30,2,0,middle third,middle third,usa.1,30,4,13.33,5.31,29.68
30,2,0,middle third,top third,usa.1,41,2,4.88,1.35,16.14
30,2,0,top third,bottom third,usa.1,46,1,2.17,0.38,11.34
30,2,0,top third,middle third,usa.1,35,0,0.00,0.00,9.89
30,2,0,top third,top third,usa.1,31,1,3.23,0.57,16.19
30,2,1,ALL,ALL,usa.1,101,19,18.81,12.39,27.52
30,1,0,ALL,ALL,usa.1,1554,238,15.32,13.61,17.19
30,1,0,bottom third,bottom third,usa.1,117,17,14.53,9.27,22.04
30,1,0,bottom third,middle third,usa.1,129,25,19.38,13.49,27.05
30,1,0,bottom third,top third,usa.1,146,35,23.97,17.77,31.51
30,1,0,middle third,bottom third,usa.1,167,30,17.96,12.88,24.49
30,1,0,middle third,middle third,usa.1,163,21,12.88,8.58,18.89
30,1,0,middle third,top third,usa.1,196,29,14.80,10.50,20.44
30,1,0,top third,bottom third,usa.1,170,12,7.06,4.08,11.93
30,1,0,top third,middle third,usa.1,221,26,11.76,8.16,16.68
30,1,0,top third,top third,usa.1,178,29,16.29,11.59,22.42
30,1,0,unknown,unknown,usa.1,34,6,17.65,8.35,33.51
31,3,0,ALL,ALL,usa.1,60,0,0.00,0.00,6.02
31,2,0,ALL,ALL,usa.1,326,17,5.21,3.28,8.19
31,2,0,bottom third,bottom third,usa.1,32,2,6.25,1.73,20.15
31,2,0,bottom third,middle third,usa.1,32,2,6.25,1.73,20.15
31,2,0,middle third,bottom third,usa.1,37,1,2.70,0.48,13.82
31,2,0,middle third,middle third,usa.1,31,4,12.90,5.13,28.85
31,2,0,middle third,top third,usa.1,38,2,5.26,1.46,17.29
31,2,0,top third,bottom third,usa.1,47,1,2.13,0.38,11.11
31,2,0,top third,middle third,usa.1,36,0,0.00,0.00,9.64
31,2,0,top third,top third,usa.1,36,1,2.78,0.49,14.17
31,2,1,ALL,ALL,usa.1,109,21,19.27,12.96,27.66
31,1,0,ALL,ALL,usa.1,1570,235,14.97,13.29,16.82
31,1,0,bottom third,bottom third,usa.1,117,16,13.68,8.60,21.06
31,1,0,bottom third,middle third,usa.1,133,25,18.80,13.07,26.28
31,1,0,bottom third,top third,usa.1,144,34,23.61,17.42,31.18
31,1,0,middle third,bottom third,usa.1,168,30,17.86,12.80,24.35
31,1,0,middle third,middle third,usa.1,165,22,13.33,8.97,19.36
31,1,0,middle third,top third,usa.1,200,29,14.50,10.29,20.05
31,1,0,top third,bottom third,usa.1,170,10,5.88,3.23,10.49
31,1,0,top third,middle third,usa.1,224,25,11.16,7.67,15.96
31,1,0,top third,top third,usa.1,181,30,16.57,11.86,22.67
31,1,0,unknown,unknown,usa.1,35,6,17.14,8.10,32.68
32,3,0,ALL,ALL,usa.1,60,0,0.00,0.00,6.02
32,2,0,ALL,ALL,usa.1,341,17,4.99,3.14,7.84
32,2,0,bottom third,bottom third,usa.1,31,1,3.23,0.57,16.19
32,2,0,bottom third,middle third,usa.1,34,2,5.88,1.63,19.09
32,2,0,bottom third,top third,usa.1,30,3,10.00,3.46,25.62
32,2,0,middle third,bottom third,usa.1,40,1,2.50,0.44,12.88
32,2,0,middle third,middle third,usa.1,34,4,11.76,4.67,26.62
32,2,0,middle third,top third,usa.1,41,2,4.88,1.35,16.14
32,2,0,top third,bottom third,usa.1,50,1,2.00,0.35,10.50
32,2,0,top third,middle third,usa.1,37,0,0.00,0.00,9.41
32,2,0,top third,top third,usa.1,36,1,2.78,0.49,14.17
32,2,1,ALL,ALL,usa.1,114,21,18.42,12.38,26.53
32,1,0,ALL,ALL,usa.1,1582,226,14.29,12.65,16.10
32,1,0,bottom third,bottom third,usa.1,118,16,13.56,8.52,20.89
32,1,0,bottom third,middle third,usa.1,136,25,18.38,12.77,25.73
32,1,0,bottom third,top third,usa.1,144,31,21.53,15.60,28.93
32,1,0,middle third,bottom third,usa.1,163,27,16.56,11.64,23.03
32,1,0,middle third,middle third,usa.1,165,22,13.33,8.97,19.36
32,1,0,middle third,top third,usa.1,200,28,14.00,9.87,19.49
32,1,0,top third,bottom third,usa.1,170,9,5.29,2.81,9.75
32,1,0,top third,middle third,usa.1,229,25,10.92,7.50,15.62
32,1,0,top third,top third,usa.1,187,30,16.04,11.47,21.98
32,1,0,unknown,unknown,usa.1,35,5,14.29,6.26,29.38
33,3,0,ALL,ALL,usa.1,67,0,0.00,0.00,5.42
33,2,0,ALL,ALL,usa.1,351,18,5.13,3.27,7.96
33,2,0,bottom third,bottom third,usa.1,31,1,3.23,0.57,16.19
33,2,0,bottom third,middle third,usa.1,36,2,5.56,1.54,18.14
33,2,0,bottom third,top third,usa.1,34,4,11.76,4.67,26.62
33,2,0,middle third,bottom third,usa.1,42,1,2.38,0.42,12.32
33,2,0,middle third,middle third,usa.1,35,4,11.43,4.54,25.95
33,2,0,middle third,top third,usa.1,42,2,4.76,1.32,15.79
33,2,0,top third,bottom third,usa.1,48,1,2.08,0.37,10.90
33,2,0,top third,middle third,usa.1,40,0,0.00,0.00,8.76
33,2,0,top third,top third,usa.1,35,1,2.86,0.51,14.53
33,2,1,ALL,ALL,usa.1,128,22,17.19,11.63,24.65
33,1,0,ALL,ALL,usa.1,1587,227,14.30,12.67,16.11
33,1,0,bottom third,bottom third,usa.1,120,16,13.33,8.38,20.56
33,1,0,bottom third,middle third,usa.1,136,24,17.65,12.16,24.92
33,1,0,bottom third,top third,usa.1,139,30,21.58,15.56,29.14
33,1,0,middle third,bottom third,usa.1,161,27,16.77,11.79,23.30
33,1,0,middle third,middle third,usa.1,166,23,13.86,9.41,19.93
33,1,0,middle third,top third,usa.1,202,28,13.86,9.77,19.30
33,1,0,top third,bottom third,usa.1,171,9,5.26,2.79,9.70
33,1,0,top third,middle third,usa.1,232,26,11.21,7.76,15.91
33,1,0,top third,top third,usa.1,190,31,16.32,11.74,22.23
33,1,0,unknown,unknown,usa.1,35,5,14.29,6.26,29.38
34,3,0,ALL,ALL,usa.1,71,0,0.00,0.00,5.13
34,2,0,ALL,ALL,usa.1,364,20,5.49,3.58,8.33
34,2,0,bottom third,bottom third,usa.1,32,1,3.12,0.55,15.74
34,2,0,bottom third,middle third,usa.1,35,3,8.57,2.96,22.38
34,2,0,bottom third,top third,usa.1,34,4,11.76,4.67,26.62
34,2,0,middle third,bottom third,usa.1,41,1,2.44,0.43,12.60
34,2,0,middle third,middle third,usa.1,36,4,11.11,4.41,25.32
34,2,0,middle third,top third,usa.1,46,3,6.52,2.24,17.50
34,2,0,top third,bottom third,usa.1,54,1,1.85,0.33,9.77
34,2,0,top third,middle third,usa.1,41,0,0.00,0.00,8.57
34,2,0,top third,top third,usa.1,36,1,2.78,0.49,14.17
34,2,1,ALL,ALL,usa.1,137,21,15.33,10.25,22.30
34,1,0,ALL,ALL,usa.1,1613,232,14.38,12.76,16.18
34,1,0,bottom third,bottom third,usa.1,127,16,12.60,7.91,19.49
34,1,0,bottom third,middle third,usa.1,140,23,16.43,11.20,23.45
34,1,0,bottom third,top third,usa.1,142,30,21.13,15.22,28.56
34,1,0,middle third,bottom third,usa.1,170,30,17.65,12.65,24.07
34,1,0,middle third,middle third,usa.1,164,22,13.41,9.03,19.48
34,1,0,middle third,top third,usa.1,203,27,13.30,9.30,18.66
34,1,0,top third,bottom third,usa.1,167,13,7.78,4.61,12.86
34,1,0,top third,middle third,usa.1,237,27,11.39,7.95,16.07
34,1,0,top third,top third,usa.1,191,31,16.23,11.68,22.12
34,1,0,unknown,unknown,usa.1,36,5,13.89,6.08,28.66
35,3,0,ALL,ALL,usa.1,71,0,0.00,0.00,5.13
35,2,0,ALL,ALL,usa.1,386,20,5.18,3.38,7.87
35,2,0,bottom third,bottom third,usa.1,34,1,2.94,0.52,14.92
35,2,0,bottom third,middle third,usa.1,36,3,8.33,2.87,21.83
35,2,0,bottom third,top third,usa.1,37,4,10.81,4.29,24.71
35,2,0,middle third,bottom third,usa.1,46,1,2.17,0.38,11.34
35,2,0,middle third,middle third,usa.1,38,4,10.53,4.17,24.13
35,2,0,middle third,top third,usa.1,46,3,6.52,2.24,17.50
35,2,0,top third,bottom third,usa.1,58,1,1.72,0.30,9.14
35,2,0,top third,middle third,usa.1,42,0,0.00,0.00,8.38
35,2,0,top third,top third,usa.1,39,1,2.56,0.45,13.18
35,2,1,ALL,ALL,usa.1,152,22,14.47,9.76,20.94
35,1,0,ALL,ALL,usa.1,1601,226,14.12,12.50,15.91
35,1,0,bottom third,bottom third,usa.1,124,14,11.29,6.85,18.06
35,1,0,bottom third,middle third,usa.1,141,23,16.31,11.12,23.29
35,1,0,bottom third,top third,usa.1,142,29,20.42,14.61,27.79
35,1,0,middle third,bottom third,usa.1,167,29,17.37,12.37,23.83
35,1,0,middle third,middle third,usa.1,160,23,14.37,9.77,20.65
35,1,0,middle third,top third,usa.1,204,26,12.75,8.85,18.02
35,1,0,top third,bottom third,usa.1,163,13,7.98,4.72,13.17
35,1,0,top third,middle third,usa.1,239,26,10.88,7.53,15.46
35,1,0,top third,top third,usa.1,188,29,15.43,10.96,21.28
35,1,0,unknown,unknown,usa.1,36,5,13.89,6.08,28.66
36,3,0,ALL,ALL,usa.1,79,0,0.00,0.00,4.64
36,2,0,ALL,ALL,usa.1,399,20,5.01,3.27,7.62
36,2,0,bottom third,bottom third,usa.1,34,1,2.94,0.52,14.92
36,2,0,bottom third,middle third,usa.1,36,3,8.33,2.87,21.83
36,2,0,bottom third,top third,usa.1,41,4,9.76,3.86,22.55
36,2,0,middle third,bottom third,usa.1,48,1,2.08,0.37,10.90
36,2,0,middle third,middle third,usa.1,39,4,10.26,4.06,23.58
36,2,0,middle third,top third,usa.1,49,3,6.12,2.10,16.52
36,2,0,top third,bottom third,usa.1,57,1,1.75,0.31,9.29
36,2,0,top third,middle third,usa.1,43,0,0.00,0.00,8.20
36,2,0,top third,top third,usa.1,42,1,2.38,0.42,12.32
36,2,1,ALL,ALL,usa.1,157,22,14.01,9.44,20.31
36,1,0,ALL,ALL,usa.1,1604,230,14.34,12.71,16.14
36,1,0,bottom third,bottom third,usa.1,126,14,11.11,6.73,17.79
36,1,0,bottom third,middle third,usa.1,142,22,15.49,10.46,22.34
36,1,0,bottom third,top third,usa.1,139,29,20.86,14.94,28.36
36,1,0,middle third,bottom third,usa.1,163,29,17.79,12.68,24.38
36,1,0,middle third,middle third,usa.1,165,23,13.94,9.47,20.05
36,1,0,middle third,top third,usa.1,202,26,12.87,8.94,18.19
36,1,0,top third,bottom third,usa.1,170,15,8.82,5.42,14.05
36,1,0,top third,middle third,usa.1,236,26,11.02,7.63,15.65
36,1,0,top third,top third,usa.1,188,31,16.49,11.87,22.45
36,1,0,unknown,unknown,usa.1,36,5,13.89,6.08,28.66
37,3,0,ALL,ALL,usa.1,81,0,0.00,0.00,4.53
37,2,0,ALL,ALL,usa.1,409,18,4.40,2.80,6.85
37,2,0,bottom third,bottom third,usa.1,33,1,3.03,0.54,15.32
37,2,0,bottom third,middle third,usa.1,37,2,5.41,1.50,17.70
37,2,0,bottom third,top third,usa.1,39,3,7.69,2.65,20.32
37,2,0,middle third,bottom third,usa.1,48,1,2.08,0.37,10.90
37,2,0,middle third,middle third,usa.1,40,4,10.00,3.96,23.05
37,2,0,middle third,top third,usa.1,51,3,5.88,2.02,15.92
37,2,0,top third,bottom third,usa.1,58,1,1.72,0.30,9.14
37,2,0,top third,middle third,usa.1,49,0,0.00,0.00,7.27
37,2,0,top third,top third,usa.1,44,1,2.27,0.40,11.81
37,2,1,ALL,ALL,usa.1,167,23,13.77,9.36,19.82
37,1,0,ALL,ALL,usa.1,1585,219,13.82,12.21,15.60
37,1,0,bottom third,bottom third,usa.1,124,14,11.29,6.85,18.06
37,1,0,bottom third,middle third,usa.1,135,19,14.07,9.20,20.94
37,1,0,bottom third,top third,usa.1,140,29,20.71,14.83,28.17
37,1,0,middle third,bottom third,usa.1,164,29,17.68,12.60,24.24
37,1,0,middle third,middle third,usa.1,163,22,13.50,9.08,19.59
37,1,0,middle third,top third,usa.1,198,26,13.13,9.12,18.55
37,1,0,top third,bottom third,usa.1,172,15,8.72,5.36,13.89
37,1,0,top third,middle third,usa.1,227,24,10.57,7.21,15.25
37,1,0,top third,top third,usa.1,190,28,14.74,10.40,20.47
37,1,0,unknown,unknown,usa.1,34,3,8.82,3.05,22.96
38,3,0,ALL,ALL,usa.1,82,0,0.00,0.00,4.48
38,3,1,ALL,ALL,usa.1,31,1,3.23,0.57,16.19
38,2,0,ALL,ALL,usa.1,427,18,4.22,2.68,6.56
38,2,0,bottom third,bottom third,usa.1,34,1,2.94,0.52,14.92
38,2,0,bottom third,middle third,usa.1,39,2,5.13,1.42,16.89
38,2,0,bottom third,top third,usa.1,39,3,7.69,2.65,20.32
38,2,0,middle third,bottom third,usa.1,49,1,2.04,0.36,10.69
38,2,0,middle third,middle third,usa.1,42,4,9.52,3.77,22.07
38,2,0,middle third,top third,usa.1,55,3,5.45,1.87,14.85
38,2,0,top third,bottom third,usa.1,60,1,1.67,0.29,8.86
38,2,0,top third,middle third,usa.1,52,0,0.00,0.00,6.88
38,2,0,top third,top third,usa.1,47,1,2.13,0.38,11.11
38,2,1,ALL,ALL,usa.1,179,24,13.41,9.18,19.18
38,1,0,ALL,ALL,usa.1,1589,217,13.66,12.06,15.43
38,1,0,bottom third,bottom third,usa.1,123,14,11.38,6.90,18.20
38,1,0,bottom third,middle third,usa.1,139,20,14.39,9.51,21.18
38,1,0,bottom third,top third,usa.1,140,29,20.71,14.83,28.17
38,1,0,middle third,bottom third,usa.1,169,29,17.16,12.22,23.56
38,1,0,middle third,middle third,usa.1,160,20,12.50,8.24,18.52
38,1,0,middle third,top third,usa.1,197,27,13.71,9.59,19.21
38,1,0,top third,bottom third,usa.1,171,14,8.19,4.94,13.27
38,1,0,top third,middle third,usa.1,228,23,10.09,6.82,14.68
38,1,0,top third,top third,usa.1,189,28,14.81,10.45,20.58
38,1,0,unknown,unknown,usa.1,35,3,8.57,2.96,22.38
39,3,0,ALL,ALL,usa.1,84,0,0.00,0.00,4.37
39,3,1,ALL,ALL,usa.1,34,1,2.94,0.52,14.92
39,2,0,ALL,ALL,usa.1,433,18,4.16,2.65,6.47
39,2,0,bottom third,bottom third,usa.1,35,1,2.86,0.51,14.53
39,2,0,bottom third,middle third,usa.1,41,2,4.88,1.35,16.14
39,2,0,bottom third,top third,usa.1,41,3,7.32,2.52,19.43
39,2,0,middle third,bottom third,usa.1,48,1,2.08,0.37,10.90
39,2,0,middle third,middle third,usa.1,40,4,10.00,3.96,23.05
39,2,0,middle third,top third,usa.1,57,3,5.26,1.81,14.37
39,2,0,top third,bottom third,usa.1,59,1,1.69,0.30,9.00
39,2,0,top third,middle third,usa.1,50,0,0.00,0.00,7.14
39,2,0,top third,top third,usa.1,52,1,1.92,0.34,10.12
39,2,1,ALL,ALL,usa.1,200,24,12.00,8.20,17.23
39,1,0,ALL,ALL,usa.1,1598,209,13.08,11.51,14.82
39,1,0,bottom third,bottom third,usa.1,123,15,12.20,7.53,19.15
39,1,0,bottom third,middle third,usa.1,137,18,13.14,8.47,19.81
39,1,0,bottom third,top third,usa.1,138,27,19.57,13.81,26.97
39,1,0,middle third,bottom third,usa.1,177,29,16.38,11.66,22.54
39,1,0,middle third,middle third,usa.1,166,21,12.65,8.43,18.57
39,1,0,middle third,top third,usa.1,195,26,13.33,9.26,18.82
39,1,0,top third,bottom third,usa.1,173,13,7.51,4.44,12.43
39,1,0,top third,middle third,usa.1,225,21,9.33,6.19,13.85
39,1,0,top third,top third,usa.1,187,27,14.44,10.12,20.19
39,1,0,unknown,unknown,usa.1,36,2,5.56,1.54,18.14
40,3,0,ALL,ALL,usa.1,86,0,0.00,0.00,4.28
40,3,1,ALL,ALL,usa.1,36,2,5.56,1.54,18.14
40,2,0,ALL,ALL,usa.1,443,17,3.84,2.41,6.06
40,2,0,bottom third,bottom third,usa.1,39,1,2.56,0.45,13.18
40,2,0,bottom third,middle third,usa.1,42,2,4.76,1.32,15.79
40,2,0,bottom third,top third,usa.1,40,2,5.00,1.38,16.50
40,2,0,middle third,bottom third,usa.1,53,2,3.77,1.04,12.75
40,2,0,middle third,middle third,usa.1,39,4,10.26,4.06,23.58
40,2,0,middle third,top third,usa.1,56,2,3.57,0.98,12.12
40,2,0,top third,bottom third,usa.1,61,1,1.64,0.29,8.72
40,2,0,top third,middle third,usa.1,53,0,0.00,0.00,6.76
40,2,0,top third,top third,usa.1,50,1,2.00,0.35,10.50
40,2,1,ALL,ALL,usa.1,209,26,12.44,8.63,17.60
40,1,0,ALL,ALL,usa.1,1585,205,12.93,11.37,14.68
40,1,0,bottom third,bottom third,usa.1,117,14,11.97,7.26,19.09
40,1,0,bottom third,middle third,usa.1,134,17,12.69,8.07,19.38
40,1,0,bottom third,top third,usa.1,137,26,18.98,13.29,26.36
40,1,0,middle third,bottom third,usa.1,170,28,16.47,11.65,22.77
40,1,0,middle third,middle third,usa.1,162,18,11.11,7.14,16.88
40,1,0,middle third,top third,usa.1,197,27,13.71,9.59,19.21
40,1,0,top third,bottom third,usa.1,175,13,7.43,4.39,12.29
40,1,0,top third,middle third,usa.1,225,23,10.22,6.91,14.87
40,1,0,top third,top third,usa.1,188,27,14.36,10.06,20.09
40,1,0,unknown,unknown,usa.1,36,2,5.56,1.54,18.14
41,3,0,ALL,ALL,usa.1,89,0,0.00,0.00,4.14
41,3,1,ALL,ALL,usa.1,38,2,5.26,1.46,17.29
41,2,0,ALL,ALL,usa.1,454,19,4.19,2.70,6.44
41,2,0,bottom third,bottom third,usa.1,40,1,2.50,0.44,12.88
41,2,0,bottom third,middle third,usa.1,42,2,4.76,1.32,15.79
41,2,0,bottom third,top third,usa.1,41,3,7.32,2.52,19.43
41,2,0,middle third,bottom third,usa.1,55,2,3.64,1.00,12.32
41,2,0,middle third,middle third,usa.1,42,4,9.52,3.77,22.07
41,2,0,middle third,top third,usa.1,59,2,3.39,0.93,11.54
41,2,0,top third,bottom third,usa.1,61,1,1.64,0.29,8.72
41,2,0,top third,middle third,usa.1,52,0,0.00,0.00,6.88
41,2,0,top third,top third,usa.1,50,2,4.00,1.10,13.46
41,2,1,ALL,ALL,usa.1,230,28,12.17,8.56,17.03
41,1,0,ALL,ALL,usa.1,1573,198,12.59,11.04,14.32
41,1,0,bottom third,bottom third,usa.1,117,13,11.11,6.61,18.09
41,1,0,bottom third,middle third,usa.1,137,17,12.41,7.89,18.97
41,1,0,bottom third,top third,usa.1,139,24,17.27,11.89,24.41
41,1,0,middle third,bottom third,usa.1,168,27,16.07,11.29,22.37
41,1,0,middle third,middle third,usa.1,157,17,10.83,6.87,16.66
41,1,0,middle third,top third,usa.1,192,26,13.54,9.41,19.10
41,1,0,top third,bottom third,usa.1,177,13,7.34,4.34,12.16
41,1,0,top third,middle third,usa.1,223,23,10.31,6.97,15.00
41,1,0,top third,top third,usa.1,185,27,14.59,10.23,20.40
41,1,0,unknown,unknown,usa.1,36,2,5.56,1.54,18.14
42,3,0,ALL,ALL,usa.1,91,0,0.00,0.00,4.05
42,3,1,ALL,ALL,usa.1,42,2,4.76,1.32,15.79
42,2,0,ALL,ALL,usa.1,471,21,4.46,2.93,6.72
42,2,0,bottom third,bottom third,usa.1,39,1,2.56,0.45,13.18
42,2,0,bottom third,middle third,usa.1,43,2,4.65,1.28,15.46
42,2,0,bottom third,top third,usa.1,44,3,6.82,2.35,18.23
42,2,0,middle third,bottom third,usa.1,57,3,5.26,1.81,14.37
42,2,0,middle third,middle third,usa.1,45,5,11.11,4.84,23.50
42,2,0,middle third,top third,usa.1,58,0,0.00,0.00,6.21
42,2,0,top third,bottom third,usa.1,62,1,1.61,0.29,8.59
42,2,0,top third,middle third,usa.1,57,0,0.00,0.00,6.31
42,2,0,top third,top third,usa.1,53,4,7.55,2.97,17.86
42,2,1,ALL,ALL,usa.1,240,28,11.67,8.20,16.34
42,2,1,middle third,top third,usa.1,30,4,13.33,5.31,29.68
42,2,1,top third,middle third,usa.1,34,4,11.76,4.67,26.62
42,1,0,ALL,ALL,usa.1,1556,197,12.66,11.10,14.41
42,1,0,bottom third,bottom third,usa.1,116,13,11.21,6.67,18.23
42,1,0,bottom third,middle third,usa.1,136,20,14.71,9.73,21.63
42,1,0,bottom third,top third,usa.1,136,26,19.12,13.39,26.54
42,1,0,middle third,bottom third,usa.1,165,25,15.15,10.48,21.41
42,1,0,middle third,middle third,usa.1,156,17,10.90,6.92,16.76
42,1,0,middle third,top third,usa.1,194,26,13.40,9.31,18.91
42,1,0,top third,bottom third,usa.1,177,13,7.34,4.34,12.16
42,1,0,top third,middle third,usa.1,216,23,10.65,7.20,15.47
42,1,0,top third,top third,usa.1,183,23,12.57,8.52,18.15
42,1,0,unknown,unknown,usa.1,36,2,5.56,1.54,18.14
43,3,0,ALL,ALL,usa.1,96,0,0.00,0.00,3.85
43,3,1,ALL,ALL,usa.1,50,3,6.00,2.06,16.22
43,2,0,ALL,ALL,usa.1,479,22,4.59,3.05,6.86
43,2,0,bottom third,bottom third,usa.1,39,1,2.56,0.45,13.18
43,2,0,bottom third,middle third,usa.1,44,2,4.55,1.26,15.14
43,2,0,bottom third,top third,usa.1,43,4,9.30,3.68,21.60
43,2,0,middle third,bottom third,usa.1,59,3,5.08,1.74,13.92
43,2,0,middle third,middle third,usa.1,48,5,10.42,4.53,22.17
43,2,0,middle third,top third,usa.1,57,0,0.00,0.00,6.31
43,2,0,top third,bottom third,usa.1,62,1,1.61,0.29,8.59
43,2,0,top third,middle third,usa.1,59,0,0.00,0.00,6.11
43,2,0,top third,top third,usa.1,54,4,7.41,2.92,17.55
43,2,1,ALL,ALL,usa.1,250,27,10.80,7.53,15.26
43,2,1,middle third,top third,usa.1,31,4,12.90,5.13,28.85
43,2,1,top third,middle third,usa.1,35,4,11.43,4.54,25.95
43,1,0,ALL,ALL,usa.1,1535,186,12.12,10.58,13.85
43,1,0,bottom third,bottom third,usa.1,117,13,11.11,6.61,18.09
43,1,0,bottom third,middle third,usa.1,134,20,14.93,9.87,21.93
43,1,0,bottom third,top third,usa.1,135,24,17.78,12.25,25.09
43,1,0,middle third,bottom third,usa.1,162,23,14.20,9.65,20.40
43,1,0,middle third,middle third,usa.1,152,16,10.53,6.58,16.42
43,1,0,middle third,top third,usa.1,193,25,12.95,8.93,18.42
43,1,0,top third,bottom third,usa.1,176,13,7.39,4.37,12.23
43,1,0,top third,middle third,usa.1,209,19,9.09,5.90,13.76
43,1,0,top third,top third,usa.1,178,21,11.80,7.85,17.36
43,1,0,unknown,unknown,usa.1,39,3,7.69,2.65,20.32
44,3,0,ALL,ALL,usa.1,97,0,0.00,0.00,3.81
44,3,1,ALL,ALL,usa.1,55,3,5.45,1.87,14.85
44,2,0,ALL,ALL,usa.1,489,20,4.09,2.66,6.23
44,2,0,bottom third,bottom third,usa.1,39,1,2.56,0.45,13.18
44,2,0,bottom third,middle third,usa.1,45,2,4.44,1.23,14.83
44,2,0,bottom third,top third,usa.1,43,3,6.98,2.40,18.61
44,2,0,middle third,bottom third,usa.1,57,2,3.51,0.97,11.92
44,2,0,middle third,middle third,usa.1,49,5,10.20,4.44,21.76
44,2,0,middle third,top third,usa.1,61,0,0.00,0.00,5.92
44,2,0,top third,bottom third,usa.1,64,1,1.56,0.28,8.33
44,2,0,top third,middle third,usa.1,60,0,0.00,0.00,6.02
44,2,0,top third,top third,usa.1,55,4,7.27,2.86,17.26
44,2,1,ALL,ALL,usa.1,260,29,11.15,7.88,15.56
44,2,1,bottom third,top third,usa.1,31,5,16.13,7.09,32.63
44,2,1,middle third,top third,usa.1,34,4,11.76,4.67,26.62
44,2,1,top third,middle third,usa.1,36,4,11.11,4.41,25.32
44,1,0,ALL,ALL,usa.1,1535,183,11.92,10.40,13.64
44,1,0,bottom third,bottom third,usa.1,116,12,10.34,6.02,17.21
44,1,0,bottom third,middle third,usa.1,133,21,15.79,10.57,22.93
44,1,0,bottom third,top third,usa.1,137,22,16.06,10.85,23.12
44,1,0,middle third,bottom third,usa.1,162,23,14.20,9.65,20.40
44,1,0,middle third,middle third,usa.1,150,16,10.67,6.67,16.62
44,1,0,middle third,top third,usa.1,189,23,12.17,8.25,17.60
44,1,0,top third,bottom third,usa.1,175,13,7.43,4.39,12.29
44,1,0,top third,middle third,usa.1,207,18,8.70,5.57,13.33
44,1,0,top third,top third,usa.1,187,23,12.30,8.34,17.78
44,1,0,unknown,unknown,usa.1,39,3,7.69,2.65,20.32
45,3,0,ALL,ALL,usa.1,111,0,0.00,0.00,3.35
45,3,1,ALL,ALL,usa.1,61,4,6.56,2.58,15.68
45,2,0,ALL,ALL,usa.1,515,18,3.50,2.22,5.46
45,2,0,bottom third,bottom third,usa.1,44,2,4.55,1.26,15.14
45,2,0,bottom third,middle third,usa.1,45,2,4.44,1.23,14.83
45,2,0,bottom third,top third,usa.1,44,2,4.55,1.26,15.14
45,2,0,middle third,bottom third,usa.1,62,1,1.61,0.29,8.59
45,2,0,middle third,middle third,usa.1,51,3,5.88,2.02,15.92
45,2,0,middle third,top third,usa.1,62,0,0.00,0.00,5.83
45,2,0,top third,bottom third,usa.1,71,1,1.41,0.25,7.56
45,2,0,top third,middle third,usa.1,66,2,3.03,0.83,10.39
45,2,0,top third,top third,usa.1,52,4,7.69,3.03,18.17
45,2,1,ALL,ALL,usa.1,318,33,10.38,7.49,14.22
45,2,1,bottom third,bottom third,usa.1,30,5,16.67,7.34,33.56
45,2,1,bottom third,middle third,usa.1,34,5,14.71,6.45,30.13
45,2,1,bottom third,top third,usa.1,33,4,12.12,4.82,27.33
45,2,1,middle third,middle third,usa.1,36,4,11.11,4.41,25.32
45,2,1,middle third,top third,usa.1,42,4,9.52,3.77,22.07
45,2,1,top third,middle third,usa.1,42,4,9.52,3.77,22.07
45,2,1,top third,top third,usa.1,33,2,6.06,1.68,19.61
45,1,0,ALL,ALL,usa.1,1484,176,11.86,10.31,13.60
45,1,0,bottom third,bottom third,usa.1,116,12,10.34,6.02,17.21
45,1,0,bottom third,middle third,usa.1,131,20,15.27,10.11,22.41
