series,category,frequency,fee_type,n_open_markets,n_settled_downloaded,median_spread_cents,median_price,quoted_fraction,median_volume,markets_per_event,strike_types,breakeven_edge_cents,d1_ground_truth,d2_cost_bar,d3_liquidity,d4_structural,d5_recurrence,d6_counterparty,d7_settlement,d8_data_cost,total_score,killed,kill_reasons
KXPGATOP10,Sports,custom,quadratic,147,0,2.0,0.07,0.918,1317.0,147.0,structured,2.92,1,4,4,2,0,,3,5,19,False,
KXPGATOP5,Sports,custom,quadratic,147,0,1.0,0.035,0.789,416.0,147.0,structured,1.48,1,5,3,2,0,,3,5,19,False,
KXPRESMATCHUP,Unknown,,quadratic,16,0,1.0,0.0222,1.0,8893.6,16.0,custom,1.32,1,5,3,2,0,,3,5,19,False,
KXRBLX,Financials,one_off,quadratic,28,0,1.0,0.305,0.964,220.9,9.0,greater,3.98,1,3,4,3,0,,3,5,19,False,
KXRDDT,Financials,one_off,quadratic,10,0,1.0,0.235,1.0,6548.5,10.0,greater,3.52,1,3,3,4,0,,3,5,19,False,
KXRECORDNFLBEST,Sports,custom,quadratic,32,0,1.0,0.045,0.781,4377.5,32.0,structured,1.62,1,5,3,2,0,,3,5,19,False,
KXRHOUSESEATS,Unknown,,quadratic,11,0,1.0,0.0855,1.0,190727.1,11.0,custom,2.1,1,4,4,2,0,,3,5,19,False,
KXRT,Unknown,,quadratic,164,0,3.0,0.73,0.945,2939.8,10.0,greater,5.76,1,2,4,4,0,,3,5,19,False,
KXSPOT,Financials,one_off,quadratic,40,0,4.5,0.5525,1.0,105.0,10.5,greater,7.98,1,2,4,4,0,,3,5,19,False,
KXTESLASEMI,Financials,one_off,quadratic,7,0,2.0,0.09,1.0,7635.5,7.0,greater,3.16,1,4,3,3,0,,3,5,19,False,
KXTRUEV,Economics,one_off,quadratic,15,0,1.0,0.8625,0.8,884.8,15.0,greater,2.68,1,4,2,4,0,,3,5,19,False,
KXTRUMPSAYMONTH,Unknown,,quadratic,8,0,1.0,0.025,1.0,18132.2,8.0,custom,1.36,1,5,4,1,0,,3,5,19,False,
KXU3MAX,Economics,annual,quadratic,24,0,4.85,0.0843,1.0,2757.1,12.0,greater,5.95,1,2,4,4,0,,3,5,19,False,
KXUSGDPSHARE,Economics,annual,quadratic,11,0,1.0,0.765,1.0,2946.0,11.0,greater,3.52,1,3,3,4,0,,3,5,19,False,
KXVOGUECOVER,Unknown,,quadratic,30,0,1.0,0.095,1.0,475.0,30.0,,2.22,1,4,4,2,0,,3,5,19,False,
KXVPRESNOMD,Unknown,,quadratic,45,0,0.75,0.032,0.489,39564.8,45.0,custom,1.19,1,5,3,2,0,,3,5,19,False,
KXVZ,Financials,one_off,quadratic,11,0,1.0,0.215,1.0,80.7,11.0,greater,3.38,1,4,2,4,0,,3,5,19,False,
KXVZA,Financials,one_off,quadratic,11,0,1.0,0.915,1.0,95.0,11.0,greater,2.1,1,4,2,4,0,,3,5,19,False,
KXWC,Sports,custom,quadratic,82,0,0.3,0.003,0.598,188.9,82.0,structured,0.44,1,5,3,2,0,,3,5,19,False,
KXWNBAGAMESPLAYED,Sports,one_off,quadratic,3,0,3.0,0.985,1.0,4451.8,3.0,greater_or_equal,3.22,1,4,3,3,0,,3,5,19,False,
KXWTIMAX,Unknown,,quadratic,16,0,0.4,0.1522,0.875,506242.0,8.0,greater,2.22,1,4,3,3,0,,3,5,19,False,
KXXRPMAXMON,Crypto,monthly,quadratic,7,0,4.0,0.03,0.286,40604.6,7.0,greater,4.42,3,3,2,3,0,,3,5,19,False,
KXXRPMAXY,Crypto,annual,quadratic,12,0,5.0,0.0625,0.833,475.8,12.0,greater,5.84,3,2,2,4,0,,3,5,19,False,
KXYTVIEWSHIGH,Unknown,,quadratic,69,0,1.0,0.295,1.0,250.0,8.0,greater,3.92,1,3,4,3,0,,3,5,19,False,
POWER,Unknown,,quadratic,8,0,1.0,0.0542,1.0,25012.2,8.0,custom,1.72,1,5,4,1,0,,3,5,19,False,
EVSHARE,Climate and Weather,custom,quadratic,4,0,3.0,0.52,1.0,10163.2,4.0,greater,6.5,1,2,4,3,0,,3,5,18,False,
KX1SONG,Unknown,,quadratic,113,0,3.0,0.06,1.0,580.9,113.0,,3.8,1,3,4,2,0,,3,5,18,False,
KX2028RRUN,Unknown,,quadratic,35,0,2.0,0.225,1.0,6805.9,35.0,custom,4.46,1,3,4,2,0,,3,5,18,False,
KXA100MS,Financials,one_off,quadratic,91,0,2.0,0.3375,0.967,160.3,7.0,greater,5.14,1,2,4,3,0,,3,5,18,False,
KXAALA,Financials,one_off,quadratic,8,0,1.0,0.295,1.0,2797.7,8.0,greater,3.92,1,3,3,3,0,,3,5,18,False,
KXAAPLCEOCHANGE,Financials,custom,quadratic,1,0,1.0,0.945,1.0,161806.5,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXABNBA,Financials,one_off,quadratic,8,0,1.0,0.205,1.0,81.5,8.0,greater,3.3,1,4,2,3,0,,3,5,18,False,
KXALBUMEQUIV,Unknown,,quadratic,177,0,4.0,0.69,0.695,824.0,10.0,greater,7.0,1,2,3,4,0,,3,5,18,False,
KXALBUMLENGTH,Unknown,,quadratic,10,0,3.0,0.985,0.4,571.7,10.0,greater_or_equal,3.22,1,4,1,4,0,,3,5,18,False,
KXAMEND22,Unknown,,quadratic,1,0,0.9,0.0705,1.0,260723.2,1.0,,1.82,1,5,4,0,0,,3,5,18,False,
KXAXPA,Financials,one_off,quadratic,15,0,1.0,0.765,1.0,203.6,7.5,greater,3.52,1,3,3,3,0,,3,5,18,False,
KXBA,Financials,one_off,quadratic,13,0,5.0,0.235,1.0,766.0,13.0,greater,7.52,1,2,3,4,0,,3,5,18,False,
KXBALLONDOR,Sports,annual,quadratic_with_maker_fees,31,0,1.0,0.095,0.194,48863.9,31.0,custom,2.22,1,4,3,2,0,,3,5,18,False,
KXBILLS,Politics,annual,quadratic,30,0,1.0,0.1475,1.0,12933.5,30.0,custom,2.78,0,4,5,2,0,,2,5,18,False,
KXBKNUGGETS,Economics,monthly,quadratic,12,0,5.0,0.2475,1.0,608.1,12.0,greater_or_equal,7.62,1,2,3,4,0,,3,5,18,False,
KXBNBMAXMON,Crypto,monthly,quadratic,8,0,5.0,0.125,0.625,697.2,8.0,greater,6.54,3,2,2,3,0,,3,5,18,False,
KXBNBMAXY,Crypto,annual,quadratic,8,0,6.5,0.4975,1.0,1610.3,8.0,greater,10.0,3,1,3,3,0,,3,5,18,False,
KXBNBMINMON,Crypto,monthly,quadratic,7,0,6.0,0.12,0.714,773.6,7.0,less,7.48,3,2,2,3,0,,3,5,18,False,
KXBRENTD,Unknown,,quadratic,30,0,7.0,0.625,1.0,650.2,30.0,greater,10.3,1,1,4,4,0,,3,5,18,False,
KXBRPRES1R,Unknown,,quadratic,7,0,1.2,0.012,1.0,2768.9,7.0,custom,1.38,1,5,3,1,0,,3,5,18,False,
KXBULLA,Financials,one_off,quadratic,9,0,1.0,0.175,1.0,76.0,9.0,greater,3.04,1,4,2,3,0,,3,5,18,False,
KXCAHOUSEDEM,Unknown,,quadratic,8,0,5.5,0.0457,1.0,397.5,8.0,"between,greater,less",6.12,1,2,3,4,0,,3,5,18,False,
KXCHAMPTOUR,Sports,custom,quadratic,79,0,1.0,0.0175,0.329,101.0,79.0,structured,1.26,1,5,2,2,0,,3,5,18,False,
KXCHICAGOMAYOR,Unknown,,quadratic,15,0,1.0,0.0235,0.733,1290.0,15.0,custom,1.34,1,5,2,2,0,,3,5,18,False,
KXCHIPBURRITO,Economics,monthly,quadratic,6,0,1.0,0.49,1.0,4266.8,6.0,greater_or_equal,4.5,1,3,3,3,0,,3,5,18,False,
KXCMGA,Companies,one_off,quadratic,21,0,5.0,0.915,1.0,291.5,10.5,greater,6.1,0,2,4,4,0,,3,5,18,False,
KXCOPPERMON,Unknown,,quadratic,40,0,4.0,0.95,0.75,52.0,40.0,greater,4.68,1,3,2,4,0,,3,5,18,False,
KXDASH,Financials,one_off,quadratic,17,0,3.0,0.1,1.0,220.0,8.5,greater,4.26,1,3,3,3,0,,3,5,18,False,
KXDEPORTATIONS,Unknown,,quadratic,6,0,3.55,0.8748,1.0,15236.4,6.0,greater,5.09,1,2,4,3,0,,3,5,18,False,
KXDISA,Financials,one_off,quadratic,7,0,1.0,0.595,1.0,588.0,7.0,greater,4.38,1,3,3,3,0,,3,5,18,False,
KXDKNG,Financials,one_off,quadratic,15,0,2.0,0.265,1.0,202.0,7.5,greater,4.74,1,3,3,3,0,,3,5,18,False,
KXDOGEMINMON,Crypto,monthly,quadratic,6,0,4.5,0.0325,0.333,4487.0,6.0,less,4.96,3,3,1,3,0,,3,5,18,False,
KXDUOL,Financials,one_off,quadratic,20,0,1.0,0.365,1.0,47.5,10.0,greater,4.26,1,3,2,4,0,,3,5,18,False,
KXDWTSCAST,Unknown,,quadratic,27,0,1.0,0.1475,0.963,73.7,27.0,,2.78,1,4,3,2,0,,3,5,18,False,
KXEARNINGSMENTIONAMZN,Unknown,,quadratic,23,0,1.0,0.67,1.0,3276.2,23.0,custom,4.1,1,3,4,2,0,,3,5,18,False,
KXEFFTARIFF,Economics,one_off,quadratic,16,0,1.0,0.2375,1.0,134.1,8.0,greater,3.54,1,3,3,3,0,,3,5,18,False,
KXENGAGEMENTDARTBEER,Unknown,,quadratic,1,0,1.0,0.015,1.0,12382.1,1.0,,1.22,1,5,4,0,0,,3,5,18,False,
KXENGAGEMENTMEGKLAY,Unknown,,quadratic,1,0,1.0,0.045,1.0,27000.1,1.0,,1.62,1,5,4,0,0,,3,5,18,False,
KXFEDDECISION,Economics,custom,quadratic_with_maker_fees,60,0,4.0,0.125,0.933,3370.5,5.0,custom,5.54,3,2,4,1,0,,3,5,18,False,
KXFEDEND,Politics,custom,quadratic,2,0,2.5,0.039,1.0,68371.7,1.0,,3.04,3,4,4,0,0,,2,5,18,False,
KXFLYCANCJFK,Economics,one_off,quadratic,1,0,1.3,0.0215,1.0,3028580.6,1.0,greater_or_equal,1.6,1,5,4,0,0,,3,5,18,False,
KXFOMCDISSENTCOUNT,Economics,custom,quadratic,5,0,3.0,0.135,1.0,9.6,5.0,between,4.64,1,3,2,4,0,,3,5,18,False,
KXGAMEAWARDS,Unknown,,quadratic,17,0,1.0,0.05,0.471,46370.7,17.0,,1.68,1,5,2,2,0,,3,5,18,False,
KXGAMERELEASE,Unknown,,quadratic,11,0,2.0,0.05,1.0,6646.6,11.0,,2.68,1,4,3,2,0,,3,5,18,False,
KXGBT55OY,Commodities,annual,quadratic,4,0,6.0,0.0925,1.0,10187.4,4.0,less_or_equal,7.18,1,2,4,3,0,,3,5,18,False,
KXGDPSHAREMANU,Economics,custom,quadratic,1,0,4.3,0.1685,1.0,23803.0,1.0,greater_or_equal,6.28,4,2,4,0,0,,3,5,18,False,
KXGDPUSMAX,Economics,annual,quadratic,1,0,3.7,0.2685,1.0,171433.6,1.0,greater,6.46,4,2,4,0,0,,3,5,18,False,
KXGERELECTION,Unknown,,quadratic,7,0,1.0,0.035,1.0,4871.0,7.0,custom,1.48,1,5,3,1,0,,3,5,18,False,
KXGOLDDIRY,Unknown,,quadratic,13,0,4.0,0.21,1.0,5743.5,13.0,greater,6.34,1,2,3,4,0,,3,5,18,False,
KXGOVAK,Unknown,,quadratic,16,0,2.0,0.0283,1.0,9977.8,16.0,custom,2.4,1,4,3,2,0,,3,5,18,False,
KXGOVKSNOMD,Unknown,,quadratic,4,0,1.35,0.1215,1.0,12667.5,4.0,custom,2.85,1,4,4,1,0,,3,5,18,False,
KXGOVMNNOMD,Unknown,,quadratic,10,0,0.7,0.0045,0.5,10476.5,10.0,custom,0.84,1,5,2,2,0,,3,5,18,False,
KXGOVNHNOMD,Unknown,,quadratic,5,0,1.6,0.009,1.0,1725.1,5.0,custom,1.74,1,5,3,1,0,,3,5,18,False,
KXGOVVTNOMD,Unknown,,quadratic,9,0,1.4,0.008,1.0,698.2,9.0,custom,1.54,1,5,3,1,0,,3,5,18,False,
KXGOVVTNOMR,Unknown,,quadratic,5,0,1.4,0.008,1.0,764.9,5.0,custom,1.54,1,5,3,1,0,,3,5,18,False,
KXGOVWINOMD,Unknown,,quadratic,11,0,0.5,0.0152,0.364,83360.4,11.0,custom,0.72,1,5,2,2,0,,3,5,18,False,
KXGOVWINOMR,Unknown,,quadratic,8,0,1.4,0.0112,1.0,725.0,8.0,custom,1.56,1,5,3,1,0,,3,5,18,False,
KXGOVWYNOMR,Unknown,,quadratic,5,0,2.0,0.0155,1.0,10744.9,5.0,custom,2.22,1,4,4,1,0,,3,5,18,False,
KXH200MON,Science and Technology,monthly,quadratic,30,0,6.0,0.955,0.967,390.0,30.0,greater,6.62,0,2,4,4,0,,3,5,18,False,
KXHD,Financials,one_off,quadratic,13,0,2.0,0.875,1.0,230.0,6.5,greater,3.54,1,3,3,3,0,,3,5,18,False,
KXHERMESBIRKIN,Unknown,,quadratic,12,0,5.0,0.2925,1.0,187.9,12.0,greater,7.9,1,2,3,4,0,,3,5,18,False,
KXHOODA,Companies,one_off,quadratic,32,0,3.0,0.5975,1.0,2105.9,16.0,greater,6.38,0,2,4,4,0,,3,5,18,False,
KXHOUSEWINSTATE,Unknown,,quadratic,29,0,7.0,0.08,1.0,118.0,4.0,"between,greater,less",8.04,1,1,4,4,0,,3,5,18,False,
KXHURCTOTMAJ,Unknown,,quadratic,8,0,2.0,0.24,1.0,4184.6,8.0,greater,4.56,1,3,3,3,0,,3,5,18,False,
KXINXVSBTC,Financials,annual,quadratic,2,0,6.0,0.5,1.0,9272.6,2.0,custom,9.5,3,1,3,1,0,,5,5,18,False,
KXIPOSTARLINK,Financials,one_off,quadratic,11,0,2.0,0.035,0.818,22256.8,11.0,custom,2.48,1,4,3,2,0,,3,5,18,False,
KXIRANDEMOCRACY,Unknown,,quadratic,1,0,0.9,0.0345,1.0,286172.4,1.0,greater,1.38,1,5,4,0,0,,3,5,18,False,
KXJUDGECOUNT,Politics,monthly,quadratic,10,0,1.0,0.995,0.7,1936.2,10.0,greater,1.14,0,5,2,4,0,,2,5,18,False,
KXJUSTICEDEMWIN,Unknown,,quadratic,5,0,4.0,0.96,1.0,968.0,5.0,greater,4.54,1,3,3,3,0,,3,5,18,False,
KXKAMALAGOV,Unknown,,quadratic,1,0,0.8,0.026,1.0,46366.5,1.0,,1.16,1,5,4,0,0,,3,5,18,False,
KXKIMKBAREXAM,Unknown,,quadratic,1,0,1.0,0.055,1.0,73384.5,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXKLAR,Financials,one_off,quadratic,14,0,1.5,0.335,1.0,185.0,7.0,greater,4.62,1,3,3,3,0,,3,5,18,False,
KXKLARA,Financials,one_off,quadratic,6,0,1.0,0.3275,1.0,118.4,6.0,greater,4.1,1,3,3,3,0,,3,5,18,False,
KXLAGODAYS,Politics,monthly,quadratic,5,0,1.0,0.995,0.2,119709.1,5.0,between,1.14,0,5,2,4,0,,2,5,18,False,
KXLARGECUT,Economics,custom,quadratic,1,0,0.8,0.084,1.0,501246.4,1.0,,1.88,1,5,4,0,0,,3,5,18,False,
KXLBJRETIRE,Sports,custom,quadratic,1,0,1.0,0.015,1.0,3176141.8,1.0,,1.22,1,5,4,0,0,,3,5,18,False,
KXLEADERNFLPYDS,Sports,annual,quadratic,28,0,2.0,0.05,0.75,1052.2,28.0,structured,2.68,1,4,3,2,0,,3,5,18,False,
KXLEADERNFLRUSHYDS,Sports,annual,quadratic,25,0,2.0,0.035,0.84,956.9,25.0,structured,2.48,1,4,3,2,0,,3,5,18,False,
KXLEADERSOUT,Politics,annual,quadratic,35,0,1.8,0.066,1.0,12958.8,35.0,custom,2.68,0,4,5,2,0,,2,5,18,False,
KXLFPRATE,Economics,annual,quadratic,5,0,6.0,0.145,1.0,445.6,5.0,"between,greater_or_equal,less",7.74,1,2,3,4,0,,3,5,18,False,
KXLIGAMX,Sports,annual,quadratic,36,0,2.0,0.07,0.583,9728.0,18.0,structured,2.92,1,4,3,2,0,,3,5,18,False,
KXLIKUDPRIMARY,Unknown,,quadratic,14,0,1.5,0.045,1.0,314.5,14.0,custom,2.12,1,4,3,2,0,,3,5,18,False,
KXLMT,Financials,one_off,quadratic,9,0,1.0,0.555,1.0,518.0,9.0,greater,4.46,1,3,3,3,0,,3,5,18,False,
KXLOSEPRIMARYHOUSED,Unknown,,quadratic,3,0,6.0,0.1065,1.0,8444.9,3.0,"between,greater",7.34,1,2,3,4,0,,3,5,18,False,
KXMCD,Financials,one_off,quadratic,33,0,2.0,0.47,1.0,150.1,8.5,greater,5.5,1,2,4,3,0,,3,5,18,False,
KXMCDA,Financials,one_off,quadratic,13,0,1.0,0.565,1.0,100.7,6.5,greater,4.46,1,3,3,3,0,,3,5,18,False,
KXMCMORROWENDORSE,Unknown,,quadratic,3,0,1.0,0.075,1.0,9283.0,3.0,custom,1.98,1,5,3,1,0,,3,5,18,False,
KXMEASLES,Science and Technology,annual,quadratic,5,0,2.0,0.18,1.0,149591.7,5.0,greater,4.08,0,3,4,3,0,,3,5,18,False,
KXMEDIACOVERSI,Unknown,,quadratic,19,0,1.0,0.095,1.0,481.0,19.0,,2.22,1,4,3,2,0,,3,5,18,False,
KXMEDIARELEASEST,Unknown,,quadratic,1,0,1.0,0.055,1.0,2435401.8,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXMI13D,Unknown,,quadratic,5,0,1.4,0.008,1.0,1041.6,5.0,custom,1.54,1,5,3,1,0,,3,5,18,False,
KXMLBALMOTY,Sports,annual,quadratic,17,0,1.0,0.06,0.471,15639.9,17.0,custom,1.8,1,5,2,2,0,,3,5,18,False,
KXMLBNEXTTEAM,Sports,custom,quadratic,62,0,1.0,0.015,0.371,782.5,31.0,structured,1.22,1,5,2,2,0,,3,5,18,False,
KXMLBNL,Sports,annual,quadratic_with_maker_fees,15,0,1.0,0.0925,0.533,195626.8,15.0,structured,2.18,1,4,3,2,0,,3,5,18,False,
KXMLBNLCY,Sports,annual,quadratic,46,0,1.0,0.06,0.13,7677.5,46.0,"custom,structured",1.8,1,5,2,2,0,,3,5,18,False,
KXMLBPLAYOFFS,Sports,annual,quadratic,30,0,3.0,0.3625,0.933,40892.6,30.0,structured,6.24,1,2,5,2,0,,3,5,18,False,
KXMLSEAST,Sports,annual,quadratic,15,0,1.0,0.035,0.867,2242.0,15.0,structured,1.48,1,5,2,2,0,,3,5,18,False,
KXMUSKBLUESKY,Unknown,,quadratic,1,0,1.0,0.055,1.0,25709.6,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXMUSKNW,Economics,monthly,quadratic,44,0,5.0,0.155,0.659,3495.7,22.0,greater,6.84,1,2,3,4,0,,3,5,18,False,
KXMUSKWEALTH,Economics,custom,quadratic,9,0,2.0,0.055,1.0,14421.5,9.0,,2.74,1,4,4,1,0,,3,5,18,False,
KXNBAMVP,Sports,annual,quadratic_with_maker_fees,53,0,1.0,0.06,0.208,1276.3,53.0,"custom,structured",1.8,1,5,2,2,0,,3,5,18,False,
KXNBAROY,Sports,annual,quadratic_with_maker_fees,17,0,2.0,0.065,0.647,14503.9,17.0,"custom,structured",2.86,1,4,3,2,0,,3,5,18,False,
KXNCAAFFINALIST,Sports,annual,quadratic,50,0,2.0,0.0475,0.64,311.8,50.0,structured,2.64,1,4,3,2,0,,3,5,18,False,
KXNCAAFPLAYOFF,Sports,annual,quadratic_with_maker_fees,50,0,3.0,0.1575,1.0,3069.4,50.0,structured,4.86,1,3,4,2,0,,3,5,18,False,
KXNCAAFSEC,Sports,annual,quadratic_with_maker_fees,16,0,1.0,0.06,0.75,9304.2,16.0,structured,1.8,1,5,2,2,0,,3,5,18,False,
KXNCAAFUNDEFEATED,Sports,annual,quadratic,27,0,3.0,0.06,0.963,1763.3,27.0,structured,3.8,1,3,4,2,0,,3,5,18,False,
KXNCAAMBNEXTCOACH,Sports,custom,quadratic,25,0,2.0,0.05,0.12,15225.5,25.0,custom,2.68,1,4,3,2,0,,3,5,18,False,
KXNEARMINY,Crypto,annual,quadratic,3,0,4.0,0.39,1.0,0.3,3.0,less,7.34,3,2,2,3,0,,3,5,18,False,
KXNETFLIXTOPVIEWSTV,Unknown,,quadratic,11,0,1.0,0.3275,0.727,3473.6,11.0,greater_or_equal,4.1,1,3,2,4,0,,3,5,18,False,
KXNEWOUTBREAK,Unknown,,quadratic,1,0,1.0,0.055,1.0,678259.8,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXNEXTAG,Politics,one_off,quadratic,22,0,0.55,0.0072,0.727,308348.3,22.0,custom,0.69,0,5,4,2,0,,2,5,18,False,
KXNEXTROMANIAPM,Unknown,,quadratic,26,0,3.0,0.025,0.538,555.3,26.0,custom,3.36,1,4,3,2,0,,3,5,18,False,
KXNEXTTRILLIONAIRE,Economics,custom,quadratic,12,0,1.0,0.055,0.75,1239.4,12.0,,1.74,1,5,2,2,0,,3,5,18,False,
KXNFLAFCCHAMP,Sports,annual,quadratic_with_maker_fees,16,0,1.0,0.085,0.812,170151.2,16.0,structured,2.1,1,4,3,2,0,,3,5,18,False,
KXNFLAFCEAST,Sports,annual,quadratic_with_maker_fees,4,0,1.0,0.205,1.0,25578.2,4.0,structured,3.3,1,4,4,1,0,,3,5,18,False,
KXNFLDPOTY,Sports,annual,quadratic_with_maker_fees,52,0,1.0,0.025,0.481,1937.0,52.0,structured,1.36,1,5,2,2,0,,3,5,18,False,
KXNFLDRAFT1ST,Sports,annual,quadratic,32,0,1.0,0.035,0.406,153.5,32.0,structured,1.48,1,5,2,2,0,,3,5,18,False,
KXNFLDRAFTPICK,Sports,annual,quadratic,20,0,1.0,0.045,0.65,5323.6,20.0,custom,1.62,1,5,2,2,0,,3,5,18,False,
KXNFLOPOTY,Sports,annual,quadratic_with_maker_fees,54,0,1.0,0.035,0.407,4619.8,54.0,structured,1.48,1,5,2,2,0,,3,5,18,False,
KXNFLPLAYOFF,Sports,annual,quadratic,32,0,1.5,0.5175,1.0,7218.0,32.0,structured,5.0,1,3,4,2,0,,3,5,18,False,
KXNHLEAST,Sports,annual,quadratic_with_maker_fees,16,0,1.5,0.045,1.0,525.0,16.0,structured,2.12,1,4,3,2,0,,3,5,18,False,
KXNUMREDISTRICTING,Unknown,,quadratic,7,0,6.0,0.1,1.0,1863.5,7.0,"between,greater,less",7.26,1,2,3,4,0,,3,5,18,False,
KXNUMSHUTDOWNS,Unknown,,quadratic,4,0,2.9,0.19,1.0,7414.0,4.0,between,5.06,1,2,3,4,0,,3,5,18,False,
KXOSCARNOMACTO,Unknown,,quadratic,28,0,3.0,0.11,0.964,2159.0,28.0,custom,4.38,1,3,4,2,0,,3,5,18,False,
KXOSCARNOMPIC,Unknown,,quadratic,43,0,3.0,0.12,1.0,4438.6,43.0,custom,4.48,1,3,4,2,0,,3,5,18,False,
KXOSCARSUPACTO,Unknown,,quadratic,22,0,1.5,0.05,0.545,288.0,22.0,custom,2.18,1,4,3,2,0,,3,5,18,False,
KXPERFORMROLEJEANGREY,Unknown,,quadratic,1,0,1.0,0.995,1.0,732077.8,1.0,,1.14,1,5,4,0,0,,3,5,18,False,
KXPGATOP20,Sports,custom,quadratic,147,0,2.0,0.145,0.952,2383.1,147.0,structured,3.74,1,3,4,2,0,,3,5,18,False,
KXPM,Financials,one_off,quadratic,7,0,1.0,0.91,1.0,78.7,7.0,greater,2.16,1,4,2,3,0,,3,5,18,False,
KXPRESOUTCOME,Unknown,,quadratic,32,0,2.0,0.0275,0.75,550.8,32.0,custom,2.38,1,4,3,2,0,,3,5,18,False,
KXRACE,Financials,one_off,quadratic,6,0,1.0,0.675,1.0,4084.2,6.0,greater,4.08,1,3,3,3,0,,3,5,18,False,
KXRANKLISTGOOGLESEARCH,Unknown,,quadratic,14,0,1.5,0.055,0.571,11528.9,14.0,,2.24,1,4,3,2,0,,3,5,18,False,
KXRBLXA,Financials,one_off,quadratic,14,0,1.5,0.195,1.0,140.0,7.0,greater,3.7,1,3,3,3,0,,3,5,18,False,
KXRECORDNFLWORST,Sports,custom,quadratic,32,0,1.0,0.0325,0.438,1409.3,32.0,structured,1.46,1,5,2,2,0,,3,5,18,False,
KXREDISTRICTING,Unknown,,quadratic,38,0,2.35,0.2275,1.0,9497.1,19.0,,4.83,1,3,4,2,0,,3,5,18,False,
KXRETIREPELOSI,Unknown,,quadratic,1,0,0.7,0.0565,1.0,205086.7,1.0,,1.46,1,5,4,0,0,,3,5,18,False,
KXRIVNA,Financials,one_off,quadratic,12,0,5.0,0.9175,1.0,5157.7,12.0,greater,6.06,1,2,3,4,0,,3,5,18,False,
KXROLEINPRODUCTIONDOOMSDAY,Unknown,,quadratic,19,0,1.0,0.325,1.0,17725.0,19.0,,4.08,1,3,4,2,0,,3,5,18,False,
KXRTX5090MAX,Science and Technology,annual,quadratic,6,0,1.5,0.09,1.0,346.7,6.0,greater,2.66,0,4,3,3,0,,3,5,18,False,
KXRTX5090MON,Science and Technology,one_off,quadratic,20,0,1.0,0.575,0.95,1233.4,20.0,greater,4.44,0,3,3,4,0,,3,5,18,False,
KXSAXONYANHALT,Unknown,,quadratic,7,0,1.0,0.02,0.571,12536.0,7.0,custom,1.28,1,5,3,1,0,,3,5,18,False,
KXSCOTTIESLAM,Sports,custom,quadratic,1,0,1.0,0.055,1.0,541081.9,1.0,,1.74,1,5,4,0,0,,3,5,18,False,
KXSCOURT,Politics,custom,quadratic,39,0,0.4,0.0045,0.897,14079.2,39.0,custom,0.54,0,5,4,2,0,,2,5,18,False,
KXSENATEDEMLEAD,Unknown,,quadratic,13,0,1.9,0.0175,1.0,4776.0,13.0,custom,2.16,1,4,3,2,0,,3,5,18,False,
KXSENATEFLR,Unknown,,quadratic,10,0,0.9,0.0055,0.6,2753.4,10.0,custom,1.04,1,5,2,2,0,,3,5,18,False,
KXSENATEKSD,Unknown,,quadratic,11,0,2.45,0.015,0.909,3060.3,11.0,custom,2.67,1,4,3,2,0,,3,5,18,False,
KXSEXYMAN,Unknown,,quadratic,20,0,1.0,0.0475,0.6,497.5,20.0,custom,1.64,1,5,2,2,0,,3,5,18,False,
KXSHOP,Financials,one_off,quadratic,11,0,1.0,0.555,1.0,251.0,5.5,greater,4.46,1,3,3,3,0,,3,5,18,False,
KXSHOPA,Financials,one_off,quadratic,6,0,1.0,0.43,1.0,187.0,6.0,greater,4.44,1,3,3,3,0,,3,5,18,False,
KXSOLMINMON,Crypto,monthly,quadratic,8,0,8.0,0.05,0.125,9810.0,8.0,less,8.68,3,1,1,3,0,,5,5,18,False,
KXSPACEXCOUNT,Science and Technology,custom,quadratic,26,0,1.0,0.48,0.846,36669.2,9.0,greater,4.5,0,3,4,3,0,,3,5,18,False,
KXSPOTIFYNUM1USA,Unknown,,quadratic,9,0,1.0,0.015,0.222,6301.6,4.5,greater_or_equal,1.22,1,5,1,3,0,,3,5,18,False,
KXTLN,Financials,one_off,quadratic,16,0,6.0,0.905,1.0,1479.5,16.0,greater,7.22,1,2,3,4,0,,3,5,18,False,
KXTOPALBUMRECORD,Unknown,,quadratic,8,0,1.0,0.0425,0.5,1001.0,8.0,greater,1.58,1,5,1,3,0,,3,5,18,False,
KXTOPALBUMRECORDOR,Unknown,,quadratic,9,0,2.0,0.02,0.556,2174.0,9.0,greater,2.28,1,4,2,3,0,,3,5,18,False,
KXTOPARTISTRUNNERUPUSA,Unknown,,quadratic,13,0,3.0,0.03,1.0,902.0,13.0,,3.42,1,4,3,2,0,,3,5,18,False,
KXTRUMPADMINLEAVE,Politics,annual,quadratic,32,0,1.0,0.195,1.0,24747.7,32.0,custom,3.2,0,4,5,2,0,,2,5,18,False,
KXTRUMPCOUNTRIES,Politics,annual,quadratic,21,0,1.1,0.085,1.0,12786.6,21.0,custom,2.2,0,4,5,2,0,,2,5,18,False,
